day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,winddirection,windspeed
3054,1009.9,30.9,28.1,26.2,25.1,84,85,0,180,15.4
3055,1010.6,30.5,28.4,27.2,25.3,83,84,0,190,15.5
3056,1011.4,31,28.7,27.1,25.1,81,69,0,170,12.1
3057,1010.1,31.2,28.7,27.3,25.2,82,80,0,150,9.5
3058,1008.1,30.6,28.7,26.9,25,81,69,0,170,16.3
3059,1008.6,28.4,26.6,23.7,24.3,87,84,1,220,12
3060,1009.8,28.8,25.5,23.4,20.6,75,62,0,80,26
3061,1012.4,27.6,25.1,23.7,21.4,80,78,1,70,28.6
3062,1014.2,27.8,25.5,24.4,22.2,82,88,1,50,24.9
3063,1012.1,27.7,25.4,24,23.4,89,86,1,70,28.3
3064,1011.2,29.8,26.6,24.4,23.7,85,75,1,50,15.7
3065,1012.3,27.1,24.8,22.5,19.4,73,69,1,10,21.9
3066,1012,24.6,23.7,23.2,20.1,80,86,1,80,39.5
3067,1009.9,26.3,24.5,23.4,19.9,76,79,0,70,30.3
3068,1006.9,28.1,25.5,24,22.5,84,85,1,70,26.4
3069,1005.9,26.2,25.2,24.3,24.2,94,88,1,40,22.3
3070,1007.8,28.3,26.5,24.7,24.3,88,77,1,230,25.9
3071,1008.4,30.8,27.2,25.3,22.7,77,63,0,20,11.3
3072,1007.9,28.9,26.8,24.8,23.2,81,65,1,20,7.9
3073,1007.8,30.7,27.5,25.4,24.1,82,61,1,180,7.4
3074,1007.6,30.9,28,26.2,24.7,82,62,1,100,16.2
3075,1006.4,29.5,27.6,26.7,24.8,85,84,1,70,34.8
3076,1007.6,29.1,27.5,26,25.5,89,88,1,130,32.5
3077,1007.9,30.3,27.7,24.5,25.6,89,89,1,200,24
3078,1008.8,31,29.1,27.2,26.1,84,77,1,210,19
3079,1009.5,32.1,29.8,28,26,80,73,1,220,22.8
3080,1007.8,31.8,29.9,28.7,25.7,79,72,0,220,25.2
3081,1006,32.8,30.1,28.6,26.2,80,73,0,230,31.7
3082,1006.5,33,30.3,28.7,26.3,79,58,0,230,27.4
3083,1007.9,32.4,30.3,29,26.5,80,77,1,220,28.8
3084,1008.8,33.8,28.7,24.7,25.4,83,75,1,220,20.8
3085,1008.8,30.4,26.9,25,24.3,86,87,1,20,9.8
3086,1008.1,29.1,26.2,24.8,24.7,91,80,1,20,11.2
3087,1006.3,30.7,28.1,26.3,25.4,86,75,1,20,9.5
3088,1005.7,30,27.1,24.1,25.1,89,85,1,190,12.6
3089,1005.7,31.7,28.2,26.6,25.7,86,79,1,195,11.6
3090,1005.9,31.1,27.9,26.6,25.8,89,80,1,220,14.6
3091,1005.7,27.8,26.6,25.4,25.4,93,85,1,230,20
3092,1005,29.2,27.1,25.4,25.8,93,96,1,220,29.8
3093,1004.2,31.5,29.7,28.5,26.7,84,90,1,220,24.3
3094,1005.3,31.7,30.2,29.2,26.6,81,88,1,220,30
3095,1006.7,32,30.3,29.3,26.3,79,86,1,210,29.3
3096,1008.2,31.4,29.4,28.2,25.9,82,88,1,230,23.2
3097,1010.5,32.1,29.4,26.7,25.9,82,85,1,220,12.8
3098,1010.3,30.8,29.3,27.7,26,83,81,1,200,19.8
3099,1008.5,34.2,30.1,27.8,26.1,80,41,0,130,12.4
3100,1009.3,34.4,30.8,28.6,26.3,78,59,1,170,12.1
3101,1009.5,33.7,30.6,28.7,25.6,75,51,0,200,12.6
3102,1008.4,33.7,30.5,28.5,25.3,75,32,0,220,10.9
3103,1008.1,34.1,30.4,28.4,24.7,72,20,0,210,9.6
3104,1008.9,35.2,31,28.8,25,72,38,0,180,9
3105,1009.1,35.5,31.4,28.9,26.1,74,39,0,150,9.1
3106,1007.5,35.1,31.3,29.4,26.3,75,57,1,160,11.9
3107,1007.5,35.1,31.1,28.6,26.7,78,61,1,60,15.7
3108,1010,32.3,29.1,26.3,26.3,85,83,1,220,26.1
3109,1010.3,33.3,29,27.5,26.7,87,79,1,160,23.4
3110,1008.9,33.1,30,27.8,26,80,83,1,190,24.4
3111,1009.1,33,30.1,27.7,26,79,78,1,190,21.9
3112,1008.7,32,29.4,26.9,26,82,86,1,200,21.9
3113,1006.6,31.5,29.4,27.3,25.8,82,84,1,190,25.1
3114,1007.5,33,30.1,28,25.9,78,83,1,180,33
3115,1008.4,32.6,29,25.8,26.5,87,88,1,130,22.5
3116,1005.9,28.8,27.3,24.7,26,93,88,1,130,24.8
3117,1001,34,30.2,27.9,25.6,77,53,1,270,11.3
3118,999,34.2,31,28.1,25.9,75,46,0,280,23.5
3119,1000.3,35.6,31.5,26.4,26.4,75,57,1,280,25
3120,1002.2,31.3,28.6,26.2,25,81,88,1,240,18.8
3121,1003.8,31.1,28.9,26.1,26.1,85,89,1,240,19.8
3122,1005,29,28.1,27,25.1,84,88,1,230,16.3
3123,1006.8,31.7,28.6,25.6,26.1,87,82,1,160,12.6
3124,1007,30.3,28.9,26.4,26.2,86,83,1,230,14.3
3125,1008.1,33,30.2,28.6,26.4,81,78,1,230,22.4
3126,1008.5,33.2,30.6,29,26.4,79,69,1,240,25.1
3127,1007.5,33.2,30.6,29,26.2,78,69,0,230,23.7
3128,1007.9,32.4,30.4,28.7,25.3,74,72,1,230,23.7
3129,1009.8,32.3,29.9,26.7,25.8,79,78,1,220,25.1
3130,1010.9,31.9,29.2,25.6,25.6,82,70,1,220,22.6
3131,1010.3,33.3,30,27.5,25.3,76,49,1,220,12.3
3132,1008.9,32.9,30,28.1,25.2,76,29,0,240,14.5
3133,1008.4,32.8,30,28,25.4,77,32,0,250,21.6
3134,1008.6,34,30.4,28,24.6,72,21,0,240,16
3135,1008.3,35,30.8,28.3,25.5,74,28,0,130,8.3
3136,1009.3,32,29.4,27,26.4,84,57,1,60,17.5
3137,1009.7,33.4,30.2,28,25.3,76,44,1,200,9.5
3138,1008.5,32.9,30.1,28.1,24.8,74,29,0,240,12.8
3139,1006.6,33.7,30.3,27.6,24.9,74,32,0,260,21.9
3140,1005.1,33.5,29.9,28.7,24.7,74,49,1,270,16.1
3141,1011.2,33.9,30.1,27,24.9,74,47,1,50,14.1
3142,1011.6,32.2,28.9,26.9,24.6,78,69,0,20,11.8
3143,1010.6,32.3,28.9,26.8,24.5,78,54,0,100,9.8
3144,1008.3,33.3,29.5,27.3,24.5,75,38,0,20,5.5
3145,1006.1,33.3,29.4,26.8,24.1,74,29,0,10,4.4
3146,1005.3,33.3,29.6,27.6,24.4,74,27,0,220,8.7
3147,1003.4,33.1,30.1,27.8,24.2,72,29,0,220,6.1
3148,998.5,33.3,30.7,28.2,24.9,72,40,0,290,10.9
3149,998.5,36.3,32.4,30,24,62,55,0,290,17.2
3150,1004.5,34.7,31,26.9,24.8,71,80,1,220,26.4
3151,1007.3,30.6,28.1,25.1,25.2,85,88,1,230,20.2
3152,1007.9,32.8,29.2,26.3,25.4,81,77,1,220,13.9
3153,1007.9,33.7,30,27.8,25.8,79,78,1,220,11.9
3154,1007.4,29.6,28,26.4,25.6,87,84,1,230,22.9
3155,1008.5,28.8,26.9,25.6,25.1,90,88,1,210,12.9
3156,1008.5,28.6,27,24.9,25,89,88,1,220,14.2
3157,1008.2,31.2,29.2,26.9,26.5,86,88,1,230,18
3158,1008,32.4,29.9,28.3,26.6,83,81,1,230,20.5
3159,1007.7,33.8,30.2,28.4,25.8,78,67,1,220,18.1
3160,1006.3,32.8,30.1,28.1,25.7,77,59,0,230,16.6
3161,1002.2,31.2,29.1,26.8,26.1,84,67,1,270,6.9
3162,1000.1,33.4,30,26.9,25.5,77,70,0,350,13.6
3163,1000,32,30.2,28.4,24.4,71,48,1,10,12
3164,1002.4,32.9,30.6,28,24.2,69,30,1,220,11.7
3165,1005.5,33.2,30.7,28.3,24.3,70,48,0,10,11
3166,1008.1,34.4,30.6,27.9,23.2,65,22,0,10,10.7
3167,1008.1,31.7,28.9,27.8,25.3,81,78,1,40,16.4
3168,1006.5,32.4,29,27,25,79,75,0,200,12
3169,1006.2,31.2,28.3,26.9,24.4,79,84,1,210,8.9
3170,1006.8,29.6,27.8,26.5,24.8,84,87,1,230,11
3171,1007.4,27.9,26.6,25.8,25.2,92,88,1,220,5.9
3172,1007.8,29,27.4,25.8,25,87,88,1,40,5.7
3173,1010.9,28.9,27.4,25.7,25.4,89,87,1,50,8.6
3174,1013,27.7,25.8,24.5,24.8,94,88,1,110,16.5
3175,1013.1,29,27.6,25.8,25.8,90,87,1,60,18.2
3176,1011.1,32.9,29.1,27,25.7,82,60,0,80,9.8
3177,1008.1,31.9,29.3,27.2,24.8,78,38,0,220,11.7
3178,1007.2,32.3,29.6,27.8,25.6,79,43,0,240,24.9
3179,1009.4,29.6,28.3,26.7,25.9,87,82,1,250,21.3
3180,1012,30.7,27.9,26.4,23.1,75,60,0,60,29
3181,1012.7,31.2,28.2,26.5,23,74,44,1,70,26.2
3182,1011.1,31.3,28.1,26.5,23.2,75,47,0,60,24.5
3183,1011.5,31,28.1,26.8,23.7,77,46,1,100,21.4
3184,1013,30.5,27.9,26.2,23.2,76,66,1,90,22.6
3185,1012.2,31.2,28,25.8,21.4,68,49,0,50,39.9
3186,1011.3,31.4,28,25.9,22.1,71,46,0,60,41.3
3187,1011.9,31.9,28.6,26.5,23.1,73,60,0,70,39.5
3188,1014.6,31,28.1,26.9,24.5,81,86,1,70,32.2
3189,1015,30.6,28.2,27.1,24.2,79,72,1,70,27.4
3190,1012.2,31.8,28.5,26.8,24,77,47,1,70,14.5
3191,1009.3,30.6,28.3,26.8,24.3,79,67,0,180,8.1
3192,1008.6,31.1,28.7,27.1,24.5,78,74,1,200,14.5
3193,1009.9,28.7,27.4,25.5,23.8,81,88,1,190,11.9
3194,1009.1,31,28.1,26.3,25.5,86,67,1,110,14.8
3195,1006.7,32,28.9,27.3,25.3,81,40,1,110,10.2
3196,1004.9,32,29.3,27.4,24.7,77,23,0,230,17.3
3197,1006.7,32.2,29.7,28.1,25.3,78,38,0,230,20.5
3198,1008.2,32.2,28.7,26.9,26.3,87,71,1,90,14
3199,1006.7,30.2,27.8,26.5,25,85,81,1,90,15.1
3200,1005.6,32.8,29,25.8,20.6,61,30,0,10,16.4
3201,1011,31.3,29.7,27.4,20,56,53,0,230,15.5
3202,1013,32.7,29.8,28.2,24.8,75,78,1,140,12.7
3203,1012.4,31.7,28.8,26.4,25.3,81,84,1,30,7.9
3204,1011.7,31.6,27.9,26.5,23.1,76,82,1,10,30.6
3205,1013.2,29.7,26.8,24.2,23.7,83,88,1,60,52.8
3206,1015.2,27.8,26.7,24.9,25.2,92,95,1,120,50.7
3207,1014.1,27.8,26.7,25.4,25.4,93,88,1,100,37
3208,1012.7,26.8,26,25.3,25.4,97,86,1,100,30.4
3209,1010.5,27.6,26.4,25,25,92,85,1,140,12.5
3210,1011.3,30,27.8,26.1,23.1,76,54,0,300,13
3211,1013.7,29.4,26.8,24.8,20.9,70,45,1,20,20.4
3212,1018,26.6,24.3,21.1,19.9,77,85,1,20,30.2
3213,1019,22.1,20.5,18.5,16.6,78,88,1,20,38.3
3214,1018.7,24.9,23.1,21,16.8,67,88,1,50,28.2
3215,1017.4,27.8,25.1,23.3,19.1,70,68,1,70,32.4
3216,1015.2,28.2,25,23.1,20.1,75,51,0,70,23.9
3217,1013.8,28.7,25.2,23.1,20.7,76,19,0,90,14.1
3218,1013.4,29.4,25.8,23.3,20.4,73,20,0,30,9.9
3219,1012.5,30.8,26.2,23.6,19.5,69,17,0,70,12.4
3220,1010.2,29.1,25.5,23.5,19.3,70,43,0,60,8.9
3221,1008.3,28.2,25.3,23.1,16.7,59,79,0,20,17.3
3222,1010.2,29.1,26.2,23.8,17.3,58,78,0,10,17.2
3223,1012,29.2,26.4,24.3,19.3,65,64,1,10,13.2
3224,1013,30.6,27,25.3,20.9,70,48,0,120,9.2
3225,1015,30.7,27,24.8,21.6,73,50,0,80,9.9
3226,1016.8,29.6,26.8,24.9,22.1,76,61,1,80,19.7
3227,1016.8,26.6,25.9,25.4,21.7,77,77,1,80,37.5
3228,1015.6,26.2,25.4,24.5,22.3,83,81,1,80,28.9
3229,1017,30.1,26.5,24.3,22.1,77,48,0,60,10.3
3230,1018.2,29.2,26.7,25.5,23.3,82,46,1,110,15.8
3231,1017.8,28.4,26.4,25.5,22.9,81,61,1,90,24.2
3232,1020.4,29.6,26.7,25.3,23.1,81,53,0,100,16.5
3233,1020.9,27.2,25.6,24.4,21.6,79,66,1,80,40.8
3234,1019.8,24.5,22.9,20.5,17.8,73,61,0,20,29.6
3235,1019.5,26,22.6,19.7,16,67,72,1,20,22.5
3236,1018.1,25.8,23.7,22.3,18.8,74,82,1,70,32.9
3237,1016.1,26.6,24.7,23.1,20.4,77,83,1,80,29.8
3238,1015.6,28.2,25.8,24.5,22,80,82,1,70,28.3
3239,1016.3,26.3,25.5,24.7,22.4,83,81,1,80,30.2
3240,1016.4,28.4,26.2,25.2,23.4,85,87,1,80,24.8
3241,1015.8,28.7,26.5,25.5,23.6,84,70,1,70,18
3242,1016.9,30.3,26.7,24.8,23.3,82,58,1,50,12.8
3243,1017.7,25.9,24.9,24,21.4,81,88,1,80,46.3
3244,1017.3,25.4,23.8,22.6,20.6,82,85,1,80,43.8
3245,1015.2,24.2,23.9,23.6,21.1,84,88,1,80,41.4
3246,1014.5,25.3,23.3,21,22.1,92,86,1,80,29.7
3247,1015.2,26.9,24.3,22.3,21.2,83,74,1,30,13.8
3248,1013.7,24.8,24.2,23.5,22.3,89,84,1,80,35.8
3249,1013.9,25.9,24.8,23.6,23.5,93,74,1,80,25.5
3250,1016,27.2,25.5,24.4,23.8,90,51,0,80,17.2
3251,1017,29.1,26.1,24.1,23.2,84,20,0,80,7.9
3252,1017.2,28.5,25.9,24.5,22.9,84,58,1,70,22.1
3253,1017,25.9,24.8,24.4,21.6,82,73,1,80,30.6
3254,1017.1,26,24.8,23.9,21.1,80,83,0,70,40.4
3255,1016.7,27.6,25.4,24,21.3,78,65,1,80,29.2
3256,1016.7,28.4,25.4,23.7,21.2,78,47,0,90,19.6
3257,1017.7,26.6,24.5,23.3,19.8,76,35,1,70,31.2
3258,1020.6,25.3,22.6,18.2,16.8,70,44,0,20,28.6
3259,1022.4,21.2,18.2,15.8,7.8,52,46,0,20,34.3
3260,1022.5,20.4,18.4,15.3,9.7,57,44,0,60,39.3
3261,1021.2,22.9,20.8,19.2,15,70,49,0,70,34
3262,1018.9,24.1,22.1,20.3,17.4,75,40,0,60,16
3263,1017.6,25.2,22.4,20.4,17.7,75,56,1,100,15.7
3264,1017.1,25.1,22.9,22,19,79,85,0,70,25
3265,1019.4,25,23.3,22.2,19.6,80,69,1,70,15.9
3266,1021.1,22.3,20.8,19.6,16.5,77,93,1,20,27.9
3267,1018.4,21,19.5,18.4,14.9,75,88,1,50,37.9
3268,1021.3,20.3,18.4,15.7,15.8,85,91,1,70,41.3
3269,1023.1,18.1,16.6,15.4,12.2,76,91,1,10,28.4
3270,1022.2,19.3,17.3,15.4,12.1,72,86,0,10,21.8
3271,1016.8,19,18,17,14.1,78,90,1,30,28.5
3272,1015.5,18.9,17.7,16.9,16.8,95,95,1,60,35.1
3273,1016.4,20.9,19.3,17.6,16.8,86,80,1,20,10.2
3274,1016.2,23,19.9,17.9,15.5,76,72,0,60,20.7
3275,1016.4,20.7,20,19.4,17.1,83,88,0,70,39.5
3276,1016.6,21,20.4,19.7,17.8,85,83,1,70,30.3
3277,1019,21.3,20.4,19.1,17.3,82,84,1,50,20.3
3278,1022.5,20.4,18.4,16,12.6,69,70,1,10,26.8
3279,1025.9,17.2,15.2,13.4,4.3,49,11,0,10,48
3280,1026.4,15.2,13.2,11.5,-0.4,39,25,0,20,35.6
3281,1025.4,16.5,13.9,11.3,3.1,48,11,0,40,25.2
3282,1022.5,18.2,16.2,13.8,8.7,62,71,0,30,29
3283,1021.3,18.6,17.6,17,12.9,75,88,1,40,19
3284,1020.3,21.1,19.4,17.1,16.2,82,87,1,50,22.5
3285,1017.8,20.6,19.9,18.7,17.6,87,88,1,60,27.3
3286,1016.8,22.3,21.1,19.8,19.6,91,79,1,40,15
3287,1020.4,24.7,22.3,21.1,20.7,91,70,1,40,9.4
3288,1020.6,21.4,18.2,16.1,13.5,75,89,1,10,27.6
3289,1022.7,19.7,17.9,16.9,13.3,74,87,0,30,21.6
3290,1026.6,18.8,17.7,16.9,15,84,90,1,30,18.4
3291,1025.9,18.6,17.3,16.3,12.8,75,85,1,20,25.9
3292,1025.3,18.9,17.7,16.4,13.3,75,78,1,70,33.4
3293,1026.4,19.2,17.3,15.2,13.3,78,86,1,20,20.9
3294,1025.9,20.5,17.8,15.5,13,74,66,0,20,23.3
3295,1022,19.9,18.3,16.8,13.1,72,49,1,80,26.3
3296,1019.7,21.7,18.9,17.2,15.6,81,83,1,50,15.3
3297,1018.9,20.3,19.3,18,18.4,95,91,1,40,14.2
3298,1015.9,22.3,20.6,19.1,18.8,90,88,1,50,16.9
3299,1018.8,21.3,20.7,20.2,19.9,95,81,1,40,13.7
3300,1021.8,24.3,20.9,19.2,18,84,51,1,20,14.5
3301,1020.8,21.4,18.8,17,15,79,56,0,30,21.5
3302,1020.6,21,18.4,16.5,14.4,78,28,0,60,14.3
3303,1017.5,18.9,18.1,17.1,14.3,78,79,0,70,39.3
3304,1016.5,18.5,18,17.2,15.5,85,91,1,70,37.7
3305,1019.9,20.4,18.1,16.5,16.4,90,90,1,40,23.3
3306,1020.8,18.5,17.3,16.1,13.7,79,86,0,20,23.9
3307,1019.3,18.7,16.1,14.2,12.1,77,34,0,30,24.4
3308,1015.4,17.5,16.5,15.6,12.9,79,81,1,60,33.2
3309,1013.5,16.1,15.1,14.5,14.6,97,97,1,50,37.5
3310,1011.5,17.1,16.4,15.5,15.6,95,93,1,60,40
3311,1017.1,20.6,17.8,14.8,16.1,90,79,1,20,23.4
3312,1020.1,17.8,15.2,11.9,11.1,76,49,0,50,28.4
3313,1019.6,17.6,16.4,15.3,12.5,78,84,0,60,38
3314,1017.7,16.8,15.5,14.8,13.9,90,92,1,70,50.6
3315,1018.9,17.1,16.1,15.1,15.3,95,100,1,50,26.2
3316,1027.1,16.2,14.1,10.3,12.9,92,100,1,50,35.3
3317,1034.6,10.4,8.5,7,3.4,70,95,1,20,55.5
3318,1032.6,7.1,4.9,3.1,2.2,61,96,1,20,59.5
3319,1027.1,10.8,7.4,4.3,3.7,46,25,0,20,28.7
3320,1022.7,13.5,10.4,8.1,2.5,59,85,1,20,21.3
3321,1018.2,15.3,13,9.8,11.6,92,95,1,20,29.6
3322,1017.9,17.4,16.1,14.8,15.7,98,100,1,60,28.8
3323,1020,17.4,16.6,15.9,15.9,96,91,1,50,25
3324,1019.9,19.9,17.6,16.2,15.5,88,80,0,50,21.2
3325,1022.2,16.2,15.7,15.3,13.4,86,93,1,70,43.1
3326,1024.4,15.6,12.4,10.7,11.2,93,96,1,20,31.9
3327,1023.6,11.2,10.4,9.4,6.8,79,94,1,10,27.3
3328,1021.8,14.3,12.5,10.3,8.6,77,88,1,40,21.3
3329,1021.2,18.8,15.2,13.3,10.9,76,45,0,40,9.1
3330,1024.9,18.6,14.8,12.3,8.4,66,18,0,20,24.4
3331,1026.1,17.4,13.6,11.2,0.3,39,13,0,20,44.7
3332,1023.9,18.1,13.7,9.9,1.7,36,2,0,20,20.5
3333,1020.8,19.6,14.8,11.6,4.3,52,0,0,40,16.7
3334,1017.5,21.2,16.7,12.7,7.2,54,29,0,40,17.2
3335,1014.9,17.3,16.6,15.3,9.8,64,77,1,40,22
3336,1013.4,22.4,18.8,17.2,16.4,86,80,1,40,15.8
3337,1012.5,21.6,19.2,17.6,18.5,95,86,1,30,13.9
3338,1014.8,25.9,23.1,21.3,21.1,89,76,0,200,10.2
3339,1024.3,24.6,21.7,17.4,18.1,81,82,1,20,15.3
3340,1025.4,17.5,13.2,11.4,6.6,64,88,1,20,33.5
3341,1024.1,15.1,12.8,10.9,6,63,89,0,20,23.5
3342,1021.9,14.4,12.9,11.6,8.9,77,91,1,20,19.2
3343,1020.3,15,13.7,11.7,11.8,89,95,1,40,18.6
3344,1023.2,16.3,15.3,14.6,13.3,88,94,1,40,22.2
3345,1022.2,20.1,16,12.5,9.6,67,55,1,20,23.9
3346,1020.6,15.9,15,14.7,11,77,82,1,70,44.7
3347,1022.3,17.6,16.1,14.6,14.7,91,88,1,50,24.4
3348,1027.5,16.7,15.5,13.7,14.3,92,88,1,20,19.3
3349,1028.9,15.5,13.7,12.3,10,78,88,1,20,28
3350,1027.4,16.8,14.8,13.5,10.5,76,87,0,20,20.4
3351,1024.7,17.6,15.2,14,11.6,79,88,1,30,15.2
3352,1023.8,17.5,15.5,13.8,11.7,79,79,1,20,9.1
3353,1024.4,20.9,16.6,13.3,11.5,72,49,0,20,9.2
3354,1024.7,24.8,18.5,14.4,10.1,61,19,0,40,16.9
3355,1023.8,19.7,16.5,14.6,11.5,73,43,0,70,34.2
3356,1020.9,20.6,16.6,14.4,11.4,72,32,0,60,27.1
3357,1018.1,23.8,18.7,15.4,14,75,46,0,40,14.7
3358,1016.7,23.2,20.2,18.1,16.9,82,71,0,40,15.4
3359,1015.8,23.1,20.8,19.2,16.9,79,83,1,30,13.3
3360,1014.9,25.9,21.8,19.2,18,79,72,0,220,6.6
3361,1012.5,21.3,19.7,18.9,18.2,91,76,1,40,13.8
3362,1012.5,21.5,20.1,18.9,18.9,93,88,0,40,15.3
3363,1019.5,22.9,20.8,17.1,19.9,95,88,1,50,15.1
3364,1022.6,17.2,13.4,10,12.2,93,93,1,20,39.7
3365,1017.7,14.3,11.9,10,8,77,93,1,20,25
3366,1014.5,14.5,13.6,12.7,11.4,87,100,1,50,36
3367,1018,17,15.8,14.4,15.1,96,99,1,50,22.8
3368,1017.1,16.5,15.3,14.2,12.4,83,89,1,20,26.7
3369,1015,15.5,14.8,14,11.1,79,94,1,70,38
3370,1014.3,16.3,15.3,14.1,13.6,90,100,1,60,33.2
3371,1012,17.4,16.5,15.6,16,97,97,1,50,26.5
3372,1013,21.9,19.5,17.2,19,97,92,1,30,13.1
3373,1014.7,24.9,22.4,20.3,21.4,94,85,1,40,12.5
3374,1014.8,23.1,19,17.6,17.4,91,96,1,50,28
3375,1013.4,18.2,17.1,16.4,16.3,95,95,1,60,38.3
3376,1012.8,17.3,16.6,15.9,16,96,100,1,50,33.5
3377,1020.2,20.6,18.4,17.1,18,97,95,1,40,22
3378,1023.9,17.7,15.3,12.7,14.9,98,99,1,70,42
3379,1023.6,15.7,13.7,11.6,9.2,75,88,1,20,19.4
3380,1024.1,20.2,15.8,12.6,9.8,68,22,0,70,13.4
3381,1024.1,22.4,17.3,14.6,8.4,58,19,0,30,14.6
3382,1021.4,19.9,16.9,15.2,10,65,58,0,60,26.9
3383,1018.3,19.4,17.7,15.7,9.6,59,74,1,50,20.5
3384,1015.3,22.2,20,18.4,16.3,79,89,1,40,14.8
3385,1014.5,25.5,21.5,19.1,18.9,86,83,0,50,4.5
3386,1015.6,25.3,21.9,19.9,19.5,86,83,0,50,8.3
3387,1014.6,23.8,21.3,19.8,19.6,90,81,1,40,14.5
3388,1012.5,26.5,23,21,20.7,87,88,0,50,9.2
3389,1013.3,28.1,23.6,20.7,21.4,88,84,1,120,8
3390,1013.3,24.4,22.3,20.7,20.8,91,78,1,40,14.8
3391,1013.2,26.5,23.1,21.5,21.6,91,83,0,70,20
3392,1013.3,26.9,23.9,22.4,22.3,91,84,0,40,10
3393,1011.6,27.9,25.3,23.2,22.9,87,84,1,40,9.1
3394,1009.2,27.5,25.7,24.4,23.2,86,88,1,200,17.3
3395,1010.1,26.3,23.3,21.3,21.9,92,93,1,190,20.5
3396,1009.1,22.8,21.5,20.1,19.9,91,89,1,70,31.8
3397,1005.5,21.3,20.3,19.9,19.3,94,88,1,70,29.8
3398,1008.5,25.1,21.8,20.9,21.6,98,93,1,40,14.5
3399,1011.4,25.2,23.1,21.6,22.8,98,88,1,30,11.2
3400,1010.5,23.5,21.1,20.6,20.6,97,88,1,30,20
3401,1010.9,28.1,24.7,20.6,22.7,89,81,1,210,15.3
3402,1014.4,27.5,25.9,24.1,24.2,90,86,1,190,16
3403,1017.4,26.7,23.1,20.1,20.8,87,81,1,80,19.6
3404,1014.6,21.8,20.5,20.1,18.1,86,88,1,70,35.3
3405,1012.5,22.9,21.6,20.2,19.5,88,89,1,40,20.9
3406,1010.7,28.4,24.6,22,22.3,87,80,1,30,7.3
3407,1008.2,26.1,23.7,21,22,90,81,1,300,11.1
3408,1008.7,27.7,24.9,22.6,22.8,88,81,1,240,13
3409,1009.8,26.1,24.4,23.2,23.2,93,84,1,190,8.5
3410,1009.5,28.4,26,23.9,24.3,90,83,1,180,13
3411,1008.2,28.5,27.2,26,24.5,86,87,1,200,24.2
3412,1010.4,29.1,26.8,25.4,24,85,83,1,230,20.2
3413,1013.9,28.2,26,24.7,23,84,78,1,50,12.5
3414,1012.2,26.3,24.1,22.9,19.6,76,68,1,90,30.5
3415,1011.5,23.4,22.5,20.8,18.7,80,89,1,60,27
3416,1011,23.4,22.2,20.4,20.9,92,90,1,50,23.7
3417,1011.4,29.8,25.6,22.8,23.6,89,82,1,50,11.1
3418,1011.4,30.8,26.5,22.8,23.9,86,84,1,220,11.8
3419,1010.5,28.2,25.8,23.2,23.4,87,82,1,40,9.2
3420,1009.9,30.9,28.1,26.2,25.1,84,85,0,180,15.4
3421,1010.6,30.5,28.4,27.2,25.3,83,84,0,190,15.5
3422,1011.4,31,28.7,27.1,25.1,81,69,0,170,12.1
3423,1010.1,31.2,28.7,27.3,25.2,82,80,0,150,9.5
3424,1008.1,30.6,28.7,26.9,25,81,69,0,170,16.3
3425,1008.6,28.4,26.6,23.7,24.3,87,84,1,220,12
3426,1009.8,28.8,25.5,23.4,20.6,75,62,0,80,26
3427,1012.4,27.6,25.1,23.7,21.4,80,78,1,70,28.6
3428,1014.2,27.8,25.5,24.4,22.2,82,88,1,50,24.9
3429,1012.1,27.7,25.4,24,23.4,89,86,1,70,28.3
3430,1011.2,29.8,26.6,24.4,23.7,85,75,1,50,15.7
3431,1012.3,27.1,24.8,22.5,19.4,73,69,1,10,21.9
3432,1012,24.6,23.7,23.2,20.1,80,86,1,80,39.5
3433,1009.9,26.3,24.5,23.4,19.9,76,79,0,70,30.3
3434,1006.9,28.1,25.5,24,22.5,84,85,1,70,26.4
3435,1005.9,26.2,25.2,24.3,24.2,94,88,1,40,22.3
3436,1007.8,28.3,26.5,24.7,24.3,88,77,1,230,25.9
3437,1008.4,30.8,27.2,25.3,22.7,77,63,0,20,11.3
3438,1007.9,28.9,26.8,24.8,23.2,81,65,1,20,7.9
3439,1007.8,30.7,27.5,25.4,24.1,82,61,1,180,7.4
3440,1007.6,30.9,28,26.2,24.7,82,62,1,100,16.2
3441,1006.4,29.5,27.6,26.7,24.8,85,84,1,70,34.8
3442,1007.6,29.1,27.5,26,25.5,89,88,1,130,32.5
3443,1007.9,30.3,27.7,24.5,25.6,89,89,1,200,24
3444,1008.8,31,29.1,27.2,26.1,84,77,1,210,19
3445,1009.5,32.1,29.8,28,26,80,73,1,220,22.8
3446,1007.8,31.8,29.9,28.7,25.7,79,72,0,220,25.2
3447,1006,32.8,30.1,28.6,26.2,80,73,0,230,31.7
3448,1006.5,33,30.3,28.7,26.3,79,58,0,230,27.4
3449,1007.9,32.4,30.3,29,26.5,80,77,1,220,28.8
3450,1008.8,33.8,28.7,24.7,25.4,83,75,1,220,20.8
3451,1008.8,30.4,26.9,25,24.3,86,87,1,20,9.8
3452,1008.1,29.1,26.2,24.8,24.7,91,80,1,20,11.2
3453,1006.3,30.7,28.1,26.3,25.4,86,75,1,20,9.5
3454,1005.7,30,27.1,24.1,25.1,89,85,1,190,12.6
